state_label,region_label,census_division_label,marital_status_label,living_arrangement_label,marital_net_label,gender_age_net_label,national_weight,census_division_weight,state_weight
Georgia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 55–64,1.44153,1.601997,1.315952
New Jersey,Northeast,Middle Atlantic,Divorced,Only adult in household,Single,Female 65+,1.735925,0.582311,0.885749
California,West,Pacific,Widowed/widower,Live with family/friends/roommates,Single,Female 65+,1.490766,4.367652,1.313768
Wisconsin,Midwest,East North Central,Divorced,Only adult in household,Single,Female 65+,1.490998,0.685363,1.011725
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 65+,1.941959,1.445811,1.201454
Texas,South,West South Central,Married,Live with spouse/partner,Married,Female 65+,1.488421,3.003482,1.039432
Florida,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.187303,3.126805,1.042707
Oregon,West,Pacific,Married,Live with spouse/partner,Married,Male 55–64,1.173068,0.336172,0.746547
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.462591,0.964508,0.980055
New Mexico,West,Mountain,Widowed/widower,Only adult in household,Single,Female 65+,0.464731,0.659224,0.853304
Oregon,West,Pacific,Married,Live with spouse/partner,Married,Female 65+,1.490766,0.472667,1.063156
Michigan,Midwest,East North Central,Widowed/widower,Only adult in household,Single,Female 65+,1.250487,0.939771,0.894291
Florida,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,2.543134,0.898523
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.352729,1.822915,0.858619
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,2.069801,1.044938,1.050583
Maryland,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.684887,0.998045
Florida,South,South Atlantic,Married,Only adult in household,Married,Female 45–54,2.108691,3.326143,1.052012
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 35–44,1.873125,1.426039,1.096689
Florida,South,South Atlantic,Divorced,Only adult in household,Single,Male 65+,0.934276,2.543134,0.898523
Nevada,West,Mountain,Married,Live with spouse/partner,Married,Male 25–34,0.507903,1.076327,0.942645
Louisiana,South,West South Central,Widowed/widower,Live with spouse/partner,Living with partner,Male 18–24,1.626693,0.530285,1.123834
Florida,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,3.126805,1.042707
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Female 45–54,1.153548,0.564765,0.922495
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.352729,1.822915,0.858619
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,0.995781,1.282997,0.950695
Tennessee,South,East South Central,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.789787,1.535544,1.054197
Pennsylvania,Northeast,Middle Atlantic,Divorced,Only adult in household,Single,Female 45–54,1.909348,0.952017,1.005286
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,0.918587,1.265523,0.93875
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Female 55–64,3.984956,1.593984,1.065471
Wisconsin,Midwest,East North Central,Divorced,Only adult in household,Single,Female 35–44,1.377341,0.623687,0.98107
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.735925,1.251613,0.888419
New York,Northeast,Middle Atlantic,Single,Live with family/friends/roommates,Single,Male 18–24,2.265252,1.428086,0.950763
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,0.728562,0.922272,0.977671
Washington,West,Pacific,Single,Only adult in household,Single,Male 35–44,1.349111,0.839385,0.859975
New Jersey,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.735925,0.582311,0.885749
Michigan,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 65+,1.490998,1.14876,1.08399
Tennessee,South,East South Central,Single,Live in parents’ home,Single,Male 35–44,0.71474,1.373633,0.882624
Minnesota,Midwest,West North Central,Divorced,Only adult in household,Single,Female 45–54,0.454823,1.912168,1.038446
Florida,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 55–64,1.113969,2.95939,1.079625
Oregon,West,Pacific,Separated,Live in parents’ home,Single,Male 25–34,1.629256,0.475192,1.332136
Texas,South,West South Central,Single,Live in parents’ home,Single,Male 55–64,1.396488,3.093963,1.108482
Georgia,South,South Atlantic,Single,Live in parents’ home,Single,Female 18–24,1.092562,1.310734,0.933677
Maryland,South,South Atlantic,Single,Only adult in household,Single,Male 55–64,1.113969,0.796988,1.104413
Georgia,South,South Atlantic,Single,Live in parents’ home,Single,Male 18–24,1.29942,1.623331,1.110301
Michigan,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Male 55–64,1.398905,1.031144,0.996716
Arkansas,South,West South Central,Divorced,Live in parents’ home,Single,Male 45–54,1.346989,0.32342,0.974689
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,2.191983,1.085831
Virginia,South,South Atlantic,Single,Live in parents’ home,Single,Female 35–44,1.118552,1.496026,1.114918
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,2.069801,1.044938,1.050583
Texas,South,West South Central,Single,Live with family/friends/roommates,Single,Male 65+,1.398445,2.844157,0.999608
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 25–34,1.629509,0.783535,1.721917
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.131664,1.009182,0.834436
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.621475,1.218356,0.785585
Maine,Northeast,New England,Single,Live in parents’ home,Single,Female 35–44,0.385775,0.550816,1.021152
Texas,South,West South Central,Married,Live with spouse/partner,Married,Female 65+,1.248326,2.42473,0.868844
Oregon,West,Pacific,Married,Live with spouse/partner,Married,Male 45–54,1.131488,0.326807,0.812594
North Carolina,South,South Atlantic,Single,Live in parents’ home,Single,Male 18–24,1.29942,1.630699,1.315389
Connecticut,Northeast,New England,Married,Live with spouse/partner,Married,Male 45–54,0.317408,1.110055,0.835645
North Carolina,South,South Atlantic,Single,Only adult in household,Single,Female 35–44,1.095263,1.472662,0.907094
California,West,Pacific,Married,Live with spouse/partner,Married,Male 65+,1.398688,4.367451,1.320732
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 35–44,1.875749,1.308971,1.025928
Oregon,West,Pacific,Divorced,Live with family/friends/roommates,Single,Female 65+,1.490766,0.472667,1.063156
Alabama,South,East South Central,Single,Only adult in household,Single,Male 25–34,0.864367,1.108693,1.100485
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Female 45–54,3.676038,1.452239,0.907765
Maryland,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 18–24,1.29942,0.915586,0.889149
California,West,Pacific,Single,Live with family/friends/roommates,Single,Female 25–34,2.637428,3.824389,0.973089
Iowa,Midwest,West North Central,Divorced,Only adult in household,Single,Female 25–34,0.453067,1.009281,0.944685
Texas,South,West South Central,Single,Only adult in household,Single,Male 35–44,1.348876,2.905265,1.037246
Michigan,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Male 25–34,1.631792,1.186475,1.117478
Kansas,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Female 18–24,0.872282,1.294864,1.620146
Illinois,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 65+,1.17325,1.015119,0.84683
California,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,2.121849,5.077318,1.420612
Washington,West,Pacific,Single,Only adult in household,Single,Female 25–34,1.148915,0.616431,1.233989
Illinois,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.810252,1.529486,1.254164
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Female 45–54,1.375414,0.690359,0.948106
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 35–44,1.909348,1.420913,1.027706
California,West,Pacific,Married,Live with spouse/partner,Married,Male 45–54,1.377798,3.619125,0.967604
Illinois,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.400865,1.121026,1.060427
Florida,South,South Atlantic,Widowed/widower,Live with spouse/partner,Living with partner,Female 55–64,1.187303,3.126805,1.042707
Minnesota,Midwest,West North Central,Single,Live in parents’ home,Single,Male 18–24,0.451927,2.213138,1.325614
Colorado,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.436026,1.84272,0.913615
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.735925,1.251613,0.888419
Texas,South,West South Central,Single,Live with family/friends/roommates,Single,Male 25–34,1.626693,3.418898,1.257092
Texas,South,West South Central,Divorced,Only adult in household,Single,Female 45–54,1.153168,2.263402,0.814147
California,West,Pacific,Single,Only adult in household,Single,Female 35–44,1.779577,3.611277,0.955223
California,West,Pacific,Single,Live with family/friends/roommates,Single,Male 35–44,1.351001,3.811357,1.107966
South Carolina,South,South Atlantic,Single,Live with family/friends/roommates,Single,Female 18–24,1.092562,0.659259,1.192042
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.375201,0.856074,1.046294
Georgia,South,South Atlantic,Married,Only adult in household,Married,Male 45–54,1.075989,1.348475,0.88661
North Carolina,South,South Atlantic,Single,Only adult in household,Single,Female 18–24,1.092562,1.316683,0.81796
Illinois,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Female 25–34,2.212332,1.486674,1.021598
Indiana,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Female 18–24,1.372023,0.632304,0.80868
Arkansas,South,West South Central,Single,Only adult in household,Single,Male 35–44,1.348876,0.297307,0.962228
Michigan,Midwest,East North Central,Single,Live with family/friends/roommates,Single,Female 65+,1.250487,0.939771,0.894291
Pennsylvania,Northeast,Middle Atlantic,Widowed/widower,Live with family/friends/roommates,Single,Female 65+,2.069801,1.044938,1.050583
Colorado,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.365691,1.579188,0.897845
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.601354,0.764015,0.880589
New Jersey,Northeast,Middle Atlantic,Divorced,Only adult in household,Single,Male 55–64,1.941959,0.672661,0.944703
Iowa,Midwest,West North Central,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.493044,1.065734,1.045971
Michigan,Midwest,East North Central,Widowed/widower,Only adult in household,Single,Male 45–54,1.131664,0.849961,0.839135
New Jersey,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.735925,0.582311,0.885749
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.48974,2.814283,0.914364
Illinois,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.131664,1.022831,0.735191
Arkansas,South,West South Central,Married,Live with spouse/partner,Married,Female 45–54,1.373038,0.312107,1.079149
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.610757,0.665712
Georgia,South,South Atlantic,Single,Live in parents’ home,Single,Male 25–34,2.498252,1.884885,1.358192
Florida,South,South Atlantic,Divorced,Only adult in household,Single,Female 55–64,1.917162,2.91092,0.802099
Wisconsin,Midwest,East North Central,Widowed/widower,Live with spouse/partner,Living with partner,Female 45–54,1.375414,0.690359,0.948106
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,2.069801,1.044938,1.050583
Maryland,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,0.934276,0.684887,0.998045
New York,Northeast,Middle Atlantic,Single,Only adult in household,Single,Male 35–44,1.573175,1.050478,0.75561
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 65+,1.398905,0.615193,0.767257
Georgia,South,South Atlantic,Single,Only adult in household,Single,Male 35–44,1.075989,1.348475,0.88661
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 55–64,1.490998,1.363954,1.060881
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Female 65+,2.30016,0.17654,1.03012
Oklahoma,South,West South Central,Divorced,Only adult in household,Single,Male 55–64,1.396488,0.412956,0.94819
California,West,Pacific,Married,Live with spouse/partner,Married,Female 65+,1.250293,3.106522,0.883381
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.365691,0.518052,0.700429
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 65+,1.490998,1.363954,1.060881
New York,Northeast,Middle Atlantic,Divorced,Live with family/friends/roommates,Single,Female 45–54,1.909348,1.420913,1.027706
California,West,Pacific,Married,Live with spouse/partner,Married,Male 65+,1.173068,3.106379,0.888063
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 65+,1.628704,0.777402,0.784172
New York,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 65+,1.941959,1.445811,1.201454
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,0.604504,1.153073
